,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,label
0,1.0200000000000011,1.4182477341389719,1.805891238670695,2.2326888217522667,2.758489425981872,4.31308157099698,4.95631419939577,2.5714803625377654,4.502870090634437,2.1512084592145015,1.468972809667673,1.4384592145015112,2.106102719033232,2.5234441087613297,3.13510574018127,0.6390332326283986,0.6283685800604228,0.635891238670695,0.7783383685800609,0.7571299093655589,0.9741087613293054,0.9572507552870093,0.9454984894259825,0.9710271903323272,0.0
1,1.3612941176470588,1.42305882352941,1.7875882352941173,2.496352941176471,2.6044117647058806,3.19335294117647,4.100941176470589,4.177352941176469,4.6697647058823515,4.437764705882351,1.3151764705882352,1.2744705882352951,1.2468823529411772,1.2241764705882352,0.9078823529411765,0.6422352941176465,0.3411176470588235,0.13376470588235295,0.24382352941176472,0.7471764705882361,0.7860588235294116,1.172235294117647,1.3544705882352934,1.3542352941176474,1.0
2,1.6010625000000007,2.3791875000000005,4.487437499999999,4.491749999999997,4.16625,3.313187500000003,2.5677499999999998,2.0017499999999986,2.0599374999999998,2.4554999999999993,2.7123750000000006,1.3257500000000007,1.0360625000000008,1.0315000000000007,1.1248750000000007,1.1220000000000003,0.7502499999999999,0.614,0.5615625,0.5761249999999998,0.659375,4.902062499999999,1.089,1.913312500000001,2.0
3,1.1505921052631576,1.3500657894736847,1.9063157894736853,1.8242763157894735,1.8273684210526304,1.8464473684210525,3.6655921052631584,2.1240131578947388,2.708421052631579,2.7443421052631565,2.7772368421052622,3.1314473684210524,3.8005921052631577,5.0,4.8675,0.5857894736842105,0.5437500000000002,0.5561842105263158,0.8928947368421045,0.8331578947368423,0.988223684210526,1.0902631578947377,1.0398684210526314,1.1220394736842108,3.0
4,1.2488602941176472,4.60205882352941,4.106139705882354,4.041875000000004,4.4015441176470596,3.4525367647058824,2.77827205882353,2.4797058823529423,2.676139705882346,2.811176470588235,1.6878676470588225,1.6793014705882359,1.6659191176470605,1.6687499999999975,1.8276470588235283,1.14639705882353,0.2979779411764707,0.2573529411764706,0.3199632352941178,0.5830514705882356,0.758308823529413,0.9123529411764718,1.0337132352941183,1.2344852941176472,4.0
5,1.5120805369127515,1.7618120805369126,1.6767785234899333,4.601275167785235,4.515436241610741,3.8855704697986564,2.3430201342281882,1.9957046979865776,2.025436241610739,2.2126845637583887,2.2392617449664423,2.328120805369128,1.5942281879194624,1.2024161073825503,1.2186577181208054,1.286107382550335,0.9736241610738252,0.6071140939597317,0.5138926174496645,0.48107382550335587,0.5323489932885906,4.780268456375838,0.9530201342281878,1.4326174496644297,5.0
6,2.4919455252918303,2.7655642023346294,2.5276653696498053,2.253540856031128,2.0157587548638145,1.8402334630350201,1.8364591439688718,1.5586770428015564,1.567704280155642,1.5460311284046677,1.5238132295719848,1.4914396887159516,1.5514007782101178,1.7833852140077808,1.8308949416342415,1.2195330739299626,1.1775486381322968,1.3382101167315188,1.5949027237354076,1.6349805447470815,1.3580155642023348,2.5872373540856013,2.4986770428015554,3.138793774319066,6.0
7,1.1657246376811594,1.8139855072463742,3.8269927536231902,3.9978985507246345,4.43297101449275,4.484673913043477,4.490942028985507,2.2899637681159435,2.671630434782608,2.7794565217391343,2.379601449275364,1.6725362318840618,1.606268115942033,1.5877536231884066,1.5463768115942023,1.1484057971014507,0.6451086956521743,0.07333333333333333,0.06326086956521741,0.13887681159420298,0.3898913043478263,0.8360507246376822,0.9771014492753615,1.0251449275362332,7.0
8,1.6008823529411782,2.2414285714285715,3.309159663865545,3.9362184873949557,4.009705882352941,3.3833193277310945,3.206134453781513,2.2805462184873924,2.2543277310924323,2.2640756302521003,2.711932773109245,1.5559663865546232,1.0388235294117647,0.898529411764706,1.1053781512605054,0.9057563025210097,0.9603781512605032,0.7557142857142854,0.6910084033613448,0.6932773109243695,0.7173529411764709,3.5283613445378137,4.93924369747899,2.172394957983194,8.0
9,0.9748284313725494,3.403970588235295,2.8046078431372576,2.4741666666666715,2.592107843137252,3.27306372549019,4.558750000000001,3.0511274509803954,3.8791176470588224,3.153504901960781,2.884583333333328,2.337034313725487,1.9576470588235286,3.6141911764705865,2.837990196078431,0.7230882352941183,0.7077941176470591,0.7170098039215682,0.6319852941176469,0.8232843137254915,0.7016666666666679,0.7603676470588235,0.8175735294117654,1.0598529411764726,9.0
10,1.0949162011173184,2.0076536312849167,2.2984357541899434,3.254357541899438,4.696424581005587,4.234301675977654,3.4386033519553103,2.2121787709497194,1.9733519553072636,1.7523463687150835,1.609050279329608,2.0826256983240223,2.339944134078211,1.969664804469274,0.8940782122905025,0.8090502793296095,0.8499441340782122,0.8731284916201116,0.9754189944134076,0.7191061452513969,0.6451396648044692,0.6761452513966477,0.8659217877094978,0.9593296089385478,10.0
11,1.3244744744744756,1.4006006006006027,1.5533933933933932,2.173153153153157,2.3823123123123153,2.474504504504499,3.426186186186193,3.8164564564564594,4.4904204204204206,4.581741741741741,5.0,1.568978978978979,1.4210810810810814,1.3319219219219216,1.1800600600600613,0.879879879879881,0.5776876876876881,0.23009009009009018,0.19354354354354364,0.220900900900901,0.5087087087087091,1.488678678678677,1.0731831831831826,1.32018018018018,11.0
12,1.0425000000000004,1.2534210526315794,2.332763157894738,2.0146052631578946,2.4328947368421026,2.8820394736842117,4.499013157894734,3.8741447368421063,4.971513157894736,4.452828947368421,2.310855263157895,1.5105921052631577,1.7845394736842108,2.465328947368419,5.0,0.622105263157895,0.5438157894736841,0.5399342105263161,0.5836842105263159,0.7843421052631574,0.9270394736842107,1.0159868421052631,0.9615131578947367,0.9766447368421057,12.0
13,1.6148322147651009,2.7063422818791953,2.517953020134229,3.3654362416107344,4.435000000000003,3.3795637583892595,3.6663422818791958,2.887651006711404,2.6688255033556985,2.663020134228184,2.517483221476505,3.265000000000004,2.686812080536916,1.9922818791946295,1.0447315436241615,0.8032214765100681,0.8230872483221472,0.7657046979865765,0.8220134228187914,0.78489932885906,0.8117449664429521,0.8576510067114096,2.0673825503355694,3.337852348993291,13.0
14,1.862155172413793,2.1015948275862075,2.4965086206896543,3.7383189655172426,3.6483189655172397,2.678706896551727,3.2806034482758677,3.0048275862068947,3.7882327586206856,3.4460344827586193,4.260431034482755,1.8947844827586204,5.0,2.247887931034481,1.613577586206896,1.0610344827586213,0.9014224137931031,0.7386637931034485,0.6948706896551715,0.6820258620689661,0.6950431034482751,3.4834051724137938,2.7406896551724134,1.6618534482758611,14.0
15,0.8845930232558137,4.990639534883721,1.7274418604651163,1.6075581395348835,1.7836046511627908,2.69436046511628,4.894127906976746,3.8372674418604698,5.0,4.355523255813952,2.646744186046512,1.901802325581396,1.5508139534883727,1.3779069767441852,3.1145930232558108,0.6645348837209307,0.6073255813953494,0.6154069767441864,0.7020348837209297,0.7500581395348833,0.8939534883720931,0.8927906976744181,0.8344767441860473,0.8588953488372099,15.0
16,1.042789115646258,1.5426530612244889,1.5736734693877543,2.333197278911565,2.169931972789116,2.2571428571428593,3.114489795918367,3.0757142857142865,4.1661224489795865,3.9569387755102006,4.9846258503401355,4.304829931972788,2.501088435374151,1.3191156462585039,1.454149659863947,1.0120408163265309,0.8163265306122451,0.5481632653061224,0.36673469387755103,0.23632653061224482,0.3081632653061223,1.1189115646258505,1.0020408163265309,0.9608843537414969,16.0
17,0.37783783783783786,0.6324324324324329,1.4458558558558559,1.4872522522522518,1.484009009009008,1.50054054054054,2.5732432432432435,1.7291441441441429,2.6698198198198235,3.0045045045045033,3.3826126126126095,4.904189189189189,4.801306306306308,5.0,3.7126576576576595,0.7827027027027025,0.7654504504504509,0.7952702702702696,0.9138738738738732,0.6435585585585585,0.3708108108108108,0.33378378378378387,0.3282882882882883,0.40324324324324334,17.0
